num,latitude,longitude,year,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
18,38.433377526597454,127.05017814432226,2018,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,38.433377526597454,127.05017814432226,2018,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
12,38.57242906617183,127.63347409702406,2018,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
78,37.401375158961315,126.68795313656767,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
69,37.4163381078696,126.56643772357451,2018,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
70,37.3096536764569,127.85266726181749,2018,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
6,38.32091359008383,125.78987898149536,2018,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,38.32091359008383,125.78987898149536,2018,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,38.32091359008383,125.78987898149536,2018,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
92,37.517492018382846,127.05365314295295,2018,Gastly,Ghost,Poison,310,30,35,30,100,35,80,1,False
108,36.908237283566066,127.3808671312564,2018,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
109,37.99499421195634,126.64444847025213,2018,Koffing,Poison,,340,40,65,95,60,45,35,1,False
70,37.11574294142557,126.99951972573709,2018,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
26,36.68585245155257,127.48226006653198,2018,Raichu,Electric,,485,60,90,55,90,80,110,1,False
35,37.586299083842796,127.50181769868794,2018,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
105,37.585517162059595,126.76121854070668,2018,Marowak,Ground,,425,60,80,110,50,80,45,1,False
41,37.56943566664003,127.02742479973942,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
91,37.07173770032434,126.61272300594433,2018,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
55,37.31348990286117,126.27277118902961,2018,Golduck,Water,,500,80,82,78,95,80,85,1,False
40,37.77304116646073,126.86178268124071,2018,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
107,37.74441120563511,127.79655227063735,2018,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
122,37.13872922695045,126.23095967762394,2018,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
38,37.39343728294433,126.40838494355472,2018,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
106,36.67032304938946,126.3825295500681,2018,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
9,37.45925215278468,127.22879200733755,2018,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.45925215278468,127.22879200733755,2018,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
76,37.83688519583692,126.67761807164118,2018,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
118,37.60834768477841,126.9982414382435,2018,Goldeen,Water,,320,45,67,60,35,50,63,1,False
94,37.99473292804898,127.25864275328487,2018,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,37.99473292804898,127.25864275328487,2018,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
85,37.44762993320631,127.59961273252046,2018,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
21,38.36199281823824,127.76271260855805,2018,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
140,37.34081225827802,126.862861724415,2018,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
125,37.11881453743663,126.53548684434294,2018,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
9,37.615522287220415,127.49586523194056,2018,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.615522287220415,127.49586523194056,2018,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
40,37.300583398889245,126.68074108827908,2018,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
28,37.02012154362804,128.09842097566752,2018,Sandslash,Ground,,450,75,100,110,45,55,65,1,False
12,37.99631059660025,126.50162614979331,2018,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
34,37.39975659781373,126.72735574927498,2018,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
82,37.9818509597132,127.00237254522035,2018,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
116,37.55516698148518,127.74669875578392,2018,Horsea,Water,,295,30,40,70,70,25,60,1,False
51,38.94818470053285,127.51764624377631,2018,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False
117,38.17109700406676,127.41559364854217,2018,Seadra,Water,,440,55,65,95,95,45,85,1,False
52,38.40660240291292,126.09487507622984,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
25,37.298869707084584,128.06991121700958,2018,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
140,37.54482038149781,126.46862683706814,2018,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
10,37.57521794887721,127.59597720884034,2018,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
113,37.37836637177267,127.20970925231538,2018,Chansey,Normal,,450,250,5,5,35,105,50,1,False
36,37.98835664890429,127.06532126874757,2018,Clefable,Fairy,,483,95,70,73,95,90,60,1,False
78,38.32192603303839,126.96682537843498,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
130,38.17849916317778,126.54209580680241,2018,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,38.17849916317778,126.54209580680241,2018,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
37,37.632582538450094,126.65651538643773,2018,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
86,37.293525413038665,126.84725826862021,2018,Seel,Water,,325,65,45,55,45,70,45,1,False
99,38.457784112409755,126.71198717572149,2018,Kingler,Water,,475,55,130,115,50,50,75,1,False
91,37.661142895089405,127.2678548033795,2018,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
75,37.41818277689474,126.8748700372105,2018,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
107,37.98495603561419,127.28233456028914,2018,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
143,38.098827840901144,127.34941625147812,2018,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
98,38.069250840476386,126.80935167094029,2018,Krabby,Water,,325,30,105,90,25,25,50,1,False
112,37.13731348555666,126.30261175811916,2018,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
119,37.26364610925588,126.36550906063884,2018,Seaking,Water,,450,80,92,65,65,80,68,1,False
122,37.875296579310486,126.97480230495474,2018,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
120,37.46854031644341,126.53554269767231,2018,Staryu,Water,,340,30,45,55,70,55,85,1,False
78,37.44496473328824,125.77740431975674,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
107,37.52646433800763,127.96103540527865,2018,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
123,37.720575145657854,126.58764958131269,2018,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
89,38.00948319611612,127.14489025562025,2018,Muk,Poison,,500,105,105,75,65,100,50,1,False
30,36.96474503832593,127.25045072331626,2018,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
28,37.37958611878386,127.11561857451693,2018,Sandslash,Ground,,450,75,100,110,45,55,65,1,False
119,37.78705795275111,127.18330458545124,2018,Seaking,Water,,450,80,92,65,65,80,68,1,False
2,37.11069952695894,126.33591603281633,2018,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
142,38.04006994693134,127.59894958583756,2018,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,38.04006994693134,127.59894958583756,2018,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
141,37.5069843844221,127.20695704828277,2018,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
38,37.52199960612279,127.72331766766406,2018,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
77,37.429634330868886,127.29241052401143,2018,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
5,37.96385534369615,127.39370828427886,2018,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
150,37.84923049246491,126.64457821542081,2018,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,37.84923049246491,126.64457821542081,2018,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,37.84923049246491,126.64457821542081,2018,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
46,38.078637212101285,126.58884834168151,2018,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
142,36.75421388704164,126.3144032316619,2018,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,36.75421388704164,126.3144032316619,2018,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
49,37.61447452900454,127.02343167543367,2018,Venomoth,Bug,Poison,450,70,65,60,90,75,90,1,False
23,37.60017133950842,126.92583342363478,2018,Ekans,Poison,,288,35,60,44,40,54,55,1,False
12,37.18007158684698,126.38046284718718,2018,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
98,38.277418808187846,126.01345451366102,2018,Krabby,Water,,325,30,105,90,25,25,50,1,False
64,37.181812082168804,126.90793417237859,2018,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
132,37.6869515143075,126.51635053990559,2018,Ditto,Normal,,288,48,48,48,48,48,48,1,False
134,38.14956110918815,127.53442883119307,2018,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
34,37.6818177543624,126.7030794526796,2018,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
69,37.594962877312426,128.0618659142835,2018,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
133,36.66472686613557,128.1729826946867,2018,Eevee,Normal,,325,55,55,50,45,65,55,1,False
66,37.69526461705639,127.75120915600264,2018,Machop,Fighting,,305,70,80,50,35,35,35,1,False
8,38.57314324171017,126.403291873793,2018,Wartortle,Water,,405,59,63,80,65,80,58,1,False
41,37.44309094627382,127.66391073091607,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
151,36.20283567544942,126.1873919959101,2018,Mew,Psychic,,600,100,100,100,100,100,100,1,False
9,36.73611795377112,125.97800204621808,2018,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,36.73611795377112,125.97800204621808,2018,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
102,36.84762341414637,127.04095785027485,2018,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
129,38.274715595328935,126.5998132568921,2018,Magikarp,Water,,200,20,10,55,15,20,80,1,False
142,37.15618401174077,127.97412017745135,2018,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.15618401174077,127.97412017745135,2018,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
31,37.296227540040945,126.8733040228705,2018,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
86,37.665787395971044,127.31397388122937,2018,Seel,Water,,325,65,45,55,45,70,45,1,False
99,37.961750549732024,126.89015779901915,2018,Kingler,Water,,475,55,130,115,50,50,75,1,False
43,38.062908524854,127.0521790258237,2018,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
114,37.97793834209701,127.16065479474722,2018,Tangela,Grass,,435,65,55,115,100,40,60,1,False
41,37.342723194586945,127.12667266506446,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
119,38.12569967323509,127.82426178267531,2018,Seaking,Water,,450,80,92,65,65,80,68,1,False
117,37.44824733854863,127.71441358939036,2018,Seadra,Water,,440,55,65,95,95,45,85,1,False
25,37.86057518087903,127.3326310375712,2018,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
143,37.770579669399076,126.93106112428858,2018,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
14,38.52038558430364,126.10932033843626,2018,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
68,37.26028134538198,127.09258380047936,2018,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
11,37.4766541614359,127.5549546381049,2018,Metapod,Bug,,205,50,20,55,25,25,30,1,False
40,38.2741973195668,126.37205777748095,2018,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
23,37.43616090782875,127.76306842794233,2018,Ekans,Poison,,288,35,60,44,40,54,55,1,False
78,38.44143231261723,126.66841623133217,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
40,37.99099943398409,127.59093536086827,2018,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
27,37.330593256639496,127.26186591374892,2018,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
132,37.01599907480054,126.99004189042948,2018,Ditto,Normal,,288,48,48,48,48,48,48,1,False
69,37.260365807228546,126.16922196129029,2018,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
50,37.593290245057375,127.1465793577011,2018,Diglett,Ground,,265,10,55,25,35,45,95,1,False
85,38.770189804479145,127.19068691998079,2018,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
14,37.79314112612346,126.12044778148339,2018,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
8,37.72057516070062,126.47883473643546,2018,Wartortle,Water,,405,59,63,80,65,80,58,1,False
49,38.157750778162224,126.95093882994175,2018,Venomoth,Bug,Poison,450,70,65,60,90,75,90,1,False
41,37.23958137549128,126.44805227568006,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
148,37.679305807186054,127.52777488669719,2018,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
39,36.67193658931711,127.21254834499784,2018,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,1,False
105,37.15195276317365,126.57604035298554,2018,Marowak,Ground,,425,60,80,110,50,80,45,1,False
128,37.571875465263474,126.56402201687057,2018,Tauros,Normal,,490,75,100,95,40,70,110,1,False
78,37.14058770045594,126.29120876522715,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
36,37.69671800558417,126.42609370614007,2018,Clefable,Fairy,,483,95,70,73,95,90,60,1,False
18,38.04893767281099,127.31026949784679,2018,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,38.04893767281099,127.31026949784679,2018,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
9,37.900159783201936,127.40680920120677,2018,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,37.900159783201936,127.40680920120677,2018,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
70,37.82484917659456,126.69987235678292,2018,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
107,38.15703065384828,126.00365868356408,2018,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
52,37.366500690565324,126.59984714705482,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
131,38.597384396455595,127.0374515796292,2018,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
11,37.77990422945586,126.48214512196742,2018,Metapod,Bug,,205,50,20,55,25,25,30,1,False
66,37.52060292024219,127.5562058012367,2018,Machop,Fighting,,305,70,80,50,35,35,35,1,False
52,38.05008240992603,126.76355217534935,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
8,37.715147244700766,127.03466552227131,2018,Wartortle,Water,,405,59,63,80,65,80,58,1,False
45,37.38453935851608,127.30048833779132,2018,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
45,37.96887281742689,126.59042891746716,2018,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
41,37.57291055335696,126.73939116474143,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
131,37.18490898478348,126.46767074353316,2018,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
124,38.27511618717125,127.76644210916531,2018,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,False
87,37.932133166981224,127.32070264115652,2018,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
128,37.34137897469858,126.4365678673796,2018,Tauros,Normal,,490,75,100,95,40,70,110,1,False
108,37.4720084322588,127.60945260881651,2018,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
14,37.48266990625949,126.93971335209699,2018,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
55,37.47762818470699,127.76927996845974,2018,Golduck,Water,,500,80,82,78,95,80,85,1,False
61,37.80922606960868,126.3958638353619,2018,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
42,36.86240241786236,127.91778152263316,2018,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
135,37.60043353072669,127.61963373843858,2018,Jolteon,Electric,,525,65,65,60,110,95,130,1,False
17,37.328401286031415,127.27457059517523,2018,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
67,37.77733088475451,127.47187502355753,2018,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
134,37.14438293717695,127.20264442665008,2018,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
59,37.48793584274733,126.4550909035529,2018,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
123,37.845876140953045,126.4154214966732,2018,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
91,38.36553807739329,127.08057024410674,2018,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
54,37.949810377040485,127.23068102796026,2018,Psyduck,Water,,320,50,52,48,65,50,55,1,False
60,37.384451862468374,126.97047465521408,2018,Poliwag,Water,,300,40,50,40,40,40,90,1,False
111,37.427273397906404,126.58918133886236,2018,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False
120,37.416367948237365,127.38120873442807,2018,Staryu,Water,,340,30,45,55,70,55,85,1,False
140,36.995774763948496,127.31269070492117,2018,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
63,37.446389382799865,127.24706004895145,2018,Abra,Psychic,,310,25,20,15,105,55,90,1,False
149,37.66897026055512,126.95744080452535,2018,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
65,37.56130923644337,127.43843869405535,2018,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,37.56130923644337,127.43843869405535,2018,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
52,37.83232198724338,128.17653362424699,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
12,36.92356514959783,127.60551214587943,2018,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
142,38.32816763957113,127.38525286163836,2018,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,38.32816763957113,127.38525286163836,2018,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
15,38.216145896978304,127.4076177926713,2018,Beedrill,Bug,Poison,395,65,90,40,45,80,75,1,False
15,38.216145896978304,127.4076177926713,2018,BeedrillMega Beedrill,Bug,Poison,495,65,150,40,15,80,145,1,False
26,37.68806016869882,127.08471962686573,2018,Raichu,Electric,,485,60,90,55,90,80,110,1,False
90,38.21366960200656,127.25607948387672,2018,Shellder,Water,,305,30,65,100,45,25,40,1,False
52,37.71641773539975,127.23093581249464,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
7,37.24368942938306,126.79990203310055,2018,Squirtle,Water,,314,44,48,65,50,64,43,1,False
103,37.45398081926493,127.37034356326407,2018,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
78,37.51433575132343,126.87825204191356,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
44,38.3259418707812,126.25446634841938,2018,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
60,38.36124702359396,126.96370442501122,2018,Poliwag,Water,,300,40,50,40,40,40,90,1,False
113,37.28207716684079,126.69694353219444,2018,Chansey,Normal,,450,250,5,5,35,105,50,1,False
103,36.99606046968993,126.38216971425962,2018,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
120,38.012949568132164,126.85954749863518,2018,Staryu,Water,,340,30,45,55,70,55,85,1,False
85,37.342970259473944,127.17396588933656,2018,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
129,36.37349449632026,126.42815367247792,2018,Magikarp,Water,,200,20,10,55,15,20,80,1,False
84,38.66220077230268,127.28092066582504,2018,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
64,38.49433839757329,127.9047660967184,2018,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
50,37.505712794414514,126.71100595071998,2018,Diglett,Ground,,265,10,55,25,35,45,95,1,False
40,36.77919071185253,127.33795779560747,2018,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
105,38.89388689732293,126.94167777743344,2018,Marowak,Ground,,425,60,80,110,50,80,45,1,False
142,37.354132156476595,128.0446099778617,2018,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.354132156476595,128.0446099778617,2018,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
78,38.09396874591816,127.64047646801814,2018,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
43,38.00943759320304,127.66589146460447,2018,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
101,38.45865576758302,126.87791438758681,2018,Electrode,Electric,,480,60,50,70,80,80,140,1,False
141,37.132307588508475,126.92150158419278,2018,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
129,37.90889065266418,127.32132876272605,2018,Magikarp,Water,,200,20,10,55,15,20,80,1,False
4,37.512622199597885,126.7889480540379,2018,Charmander,Fire,,309,39,52,43,60,50,65,1,False
125,36.367252560844506,126.21784997034881,2018,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
140,37.570205581288214,127.62896939823041,2018,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
44,36.51502753492595,127.7471222465157,2018,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
98,39.028350857068325,126.83483633836757,2018,Krabby,Water,,325,30,105,90,25,25,50,1,False
16,36.2189415403895,127.41390301289144,2018,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
99,36.78907958979411,126.92873942752016,2018,Kingler,Water,,475,55,130,115,50,50,75,1,False
17,37.24421202250148,126.80364471418058,2018,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
75,37.4469571308257,126.8472202810906,2018,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
84,37.94171448150325,126.53407111068303,2018,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
91,37.62090520964961,126.76683518843673,2018,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
5,36.98969987358701,127.83956832109092,2018,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
105,36.96508307228544,127.29783851183427,2018,Marowak,Ground,,425,60,80,110,50,80,45,1,False
115,36.83026295526483,126.30771678971489,2018,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False
115,36.83026295526483,126.30771678971489,2018,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
98,38.33166542783526,127.06292945389872,2018,Krabby,Water,,325,30,105,90,25,25,50,1,False
141,37.229206712324384,127.33195340443055,2018,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
91,37.23022940291907,126.45659969829721,2018,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
41,38.183759280280114,126.50261074663302,2018,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
96,38.23524691485804,127.02217355926665,2018,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
96,37.37479246730787,126.64210728063793,2018,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
143,38.26707674687509,127.25099405719313,2018,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
101,37.3394694559725,126.79011170681225,2018,Electrode,Electric,,480,60,50,70,80,80,140,1,False
75,37.20360802637828,127.13608084781468,2018,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
63,37.72531305229086,127.51525590539026,2018,Abra,Psychic,,310,25,20,15,105,55,90,1,False
13,38.31121343359984,127.09022114108916,2018,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
122,36.98743926210713,128.0256983094513,2018,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
77,38.3337200106772,126.51226820798941,2018,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
149,37.99947819909841,126.18627132095209,2018,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
89,37.53942216147407,127.30230218949343,2018,Muk,Poison,,500,105,105,75,65,100,50,1,False
10,37.20252490160759,126.91709891637726,2018,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
137,36.971565595918484,127.06968774530316,2018,Porygon,Normal,,395,65,60,70,85,75,40,1,False
114,38.070859497820926,126.99741190357787,2018,Tangela,Grass,,435,65,55,115,100,40,60,1,False
1,38.22541646729809,128.1930162110128,2018,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
113,38.275047095113884,126.28010287603445,2018,Chansey,Normal,,450,250,5,5,35,105,50,1,False
8,38.28160801883148,127.6629469393267,2018,Wartortle,Water,,405,59,63,80,65,80,58,1,False
56,36.76130015184183,126.48725010603012,2018,Mankey,Fighting,,305,40,80,35,35,45,70,1,False
144,38.23175133290217,126.77942834638495,2018,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
25,36.77317753640499,126.60514078635904,2018,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
52,36.861149366346154,126.09226831038077,2018,Meowth,Normal,,290,40,45,35,40,40,90,1,False
132,37.11479717356513,125.9321005358057,2018,Ditto,Normal,,288,48,48,48,48,48,48,1,False
126,37.84885418361093,126.75131462791268,2018,Magmar,Fire,,495,65,95,57,100,85,93,1,False
47,38.19831092514455,126.42238462573306,2018,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
79,37.60085366557536,127.44892323815283,2018,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
16,36.84900887152205,127.16297567496125,2018,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
38,37.587531418103964,127.26137473352583,2018,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
130,37.91892203375076,127.61324561583703,2018,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.91892203375076,127.61324561583703,2018,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
8,37.88696898206566,126.8831846648822,2018,Wartortle,Water,,405,59,63,80,65,80,58,1,False
126,37.88518687828965,126.66526759656726,2018,Magmar,Fire,,495,65,95,57,100,85,93,1,False
33,38.00361222298307,126.47372795381145,2018,Nidorino,Poison,,365,61,72,57,55,55,65,1,False
109,36.97646743348701,126.55436554858868,2018,Koffing,Poison,,340,40,65,95,60,45,35,1,False
138,37.9435658667463,126.98156334006906,2018,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
119,38.15295291829031,127.4031993806005,2018,Seaking,Water,,450,80,92,65,65,80,68,1,False
5,37.33568636020452,127.31803350482575,2018,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
77,37.76395864520089,127.35249362720995,2018,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
84,37.50183275445499,126.34314154400734,2018,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
72,38.07826779398432,126.75601764767356,2018,Tentacool,Water,Poison,335,40,40,35,50,100,70,1,False
11,36.797433994114584,126.29070946027686,2018,Metapod,Bug,,205,50,20,55,25,25,30,1,False
130,37.096760868673876,126.7001717484919,2018,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.096760868673876,126.7001717484919,2018,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
